Cliente;"Consolidado
 Agrupaci�n";"Albar�n
 SuReferencia";"ID Palet
 (si Paletizado)";ID Portadora;C�digo de Art�culo;Descripci�n Art�culo;2� Descripci�n;Unidades;Partida Arancelaria;C�digo Barras(EAN13);C�digo Barras(DUN14);Cantidad en DUN14;N� de Serie;Lote;Fecha Caducidad;Medidas de Portadora;Volumen m� Portadora;"Peso Bruto Portadora
 (en Kgs.)";Medidas de Palet;Volumen m� Palet;"Peso Bruto Palet
 (en Kgs.)";Fecha Inicio Picking;Hora  Inicio Picking;Fecha Final Picking;Hora  Final Picking;Albar�n del Cliente;Pedido del Cliente;N� Documento Cliente;C�digo del Cliente;Nombre Destinatario;Direcci�n;C�digo Postal;Poblaci�n;Provincia;Pa�s (ISO);Tel�fono;e-mail;Especificos Cliente;DVD Tipo;DVD N�mero;DVD Partida;"Embalaje
 Art�culo Clte.
 Relacionado";"Art�culo Clte.
 Original de este
 Sub-Elemento"
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100861790140;RPK20E923HW;K20 Edge Repeater 923 MHz, int. 2,6dBi radio antenna;               ;1;               ;RPK20E923HW;               ;;7076FF038F9A;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;210000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100861790140;RPK20E923HW;K20 Edge Repeater 923 MHz, int. 2,6dBi radio antenna;               ;1;               ;RPK20E923HW;               ;;7076FF03909D;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;210000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111456;RPK20E923HW;K20 Edge Repeater 923 MHz, int. 2,6dBi radio antenna;               ;1;               ;RPK20E923HW;               ;;7076FF038E2B;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;210000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111456;RPK20E923HW;K20 Edge Repeater 923 MHz, int. 2,6dBi radio antenna;               ;1;               ;RPK20E923HW;               ;;7076FF0390CA;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;210000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100861790140;RPK20E923HW;K20 Edge Repeater 923 MHz, int. 2,6dBi radio antenna;               ;1;               ;RPK20E923HW;               ;;7076FF0391B5;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;210000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100861790140;RPK20E923HW;K20 Edge Repeater 923 MHz, int. 2,6dBi radio antenna;               ;1;               ;RPK20E923HW;               ;;7076FF0391F1;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;210000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111531;RPK20E923HW;K20 Edge Repeater 923 MHz, int. 2,6dBi radio antenna;               ;1;               ;RPK20E923HW;               ;;7076FF0391D0;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;210000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111531;RPK20E923HW;K20 Edge Repeater 923 MHz, int. 2,6dBi radio antenna;               ;1;               ;RPK20E923HW;               ;;7076FF0391EF;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;210000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111548;RPK20E923HW;K20 Edge Repeater 923 MHz, int. 2,6dBi radio antenna;               ;1;               ;RPK20E923HW;               ;;7076FF0391B9;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;210000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111548;RPK20E923HW;K20 Edge Repeater 923 MHz, int. 2,6dBi radio antenna;               ;1;               ;RPK20E923HW;               ;;7076FF0391D3;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;210000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111548;RPK20E923HW;K20 Edge Repeater 923 MHz, int. 2,6dBi radio antenna;               ;1;               ;RPK20E923HW;               ;;7076FF0391F6;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;210000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111548;RPK20E923HW;K20 Edge Repeater 923 MHz, int. 2,6dBi radio antenna;               ;1;               ;RPK20E923HW;               ;;7076FF0391F8;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;210000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111548;RPK20E923HW;K20 Edge Repeater 923 MHz, int. 2,6dBi radio antenna;               ;1;               ;RPK20E923HW;               ;;7076FF039138;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;210000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111548;RPK20E923HW;K20 Edge Repeater 923 MHz, int. 2,6dBi radio antenna;               ;1;               ;RPK20E923HW;               ;;7076FF03916C;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;210000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111548;RPK20E923HW;K20 Edge Repeater 923 MHz, int. 2,6dBi radio antenna;               ;1;               ;RPK20E923HW;               ;;7076FF03916E;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;210000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111432;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;159774;               ;               ;               ;;;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111562;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;156736;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111586;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;156629;               ;               ;020x000x000;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111586;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;156674;               ;               ;020x000x000;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111586;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;156695;               ;               ;020x000x000;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111586;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;156734;               ;               ;020x000x000;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111586;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;156755;               ;               ;020x000x000;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111586;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;156760;               ;               ;020x000x000;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111586;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;156775;               ;               ;020x000x000;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111586;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;157028;               ;               ;020x000x000;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111586;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;157029;               ;               ;020x000x000;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111586;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;157037;               ;               ;020x000x000;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833015809;7100862111586;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;157057;               ;               ;020x000x000;;1;120x080x100;0,96;201,4;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111555;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;159718;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111555;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161008;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111555;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161024;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111555;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161028;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111555;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161032;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111555;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161042;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111555;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161055;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111555;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161057;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111555;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161059;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111555;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161063;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
WORLDSENSING, S.L.;               ;EN25-00239;7000833052781;7100862111555;LS6VW5-FCE6-W;Loadsensing Edge Device G6 Vibrating Wire 5-channel data log;               ;1;               ;LS6VW5-FCE6-W;               ;;161236;               ;               ;               ;;;120x080x100;0,96;161,2;20/02/2025;09.08.00;21/02/2025;15.10.00;               ;OC 004-2025;SN-2025-0267;C0230;Aeropuerto de Lima;Av. Elmer Faucett s/n, Callao;7031;Lima;               ;PE;51943945666;jorosco@geosinergia.com.pe;90000;               ;               ;;               ;               
